Date,AAPL,GOOGL,MSFT
2024-11-13,224.5782470703125,178.25389099121094,422.7253723144531
2024-11-14,227.67079162597656,174.96543884277344,424.4055480957031
2024-11-15,224.4585418701172,171.88626098632812,412.5847473144531
2024-11-18,227.4712677001953,174.68641662597656,413.34033203125
2024-11-19,227.73065185546875,177.4965362548828,415.3585205078125
2024-11-20,228.44891357421875,175.36402893066406,413.0718688964844
2024-11-21,227.97007751464844,167.04327392578125,411.2887268066406
2024-11-22,229.3168182373047,164.1833038330078,415.40289306640625
2024-11-25,232.30960083007812,167.0631866455078,417.1860656738281
2024-11-26,234.49432373046875,168.52804565429688,426.350830078125
2024-11-27,234.36463928222656,168.63766479492188,421.3699645996094
2024-11-29,236.7588653564453,168.358642578125,421.83819580078125
2024-12-02,239.013427734375,170.8897705078125,429.3293762207031
2024-12-03,242.06607055664062,170.7402801513672,429.5485534667969
2024-12-04,242.42520141601562,173.75967407226562,435.7447204589844
2024-12-05,242.4551239013672,172.03573608398438,440.9248046875
2024-12-06,242.25559997558594,174.09849548339844,441.87115478515625
2024-12-09,246.1562042236328,174.95645141601562,444.311767578125
2024-12-10,247.1737518310547,184.7333526611328,441.6320495605469
2024-12-11,245.89683532714844,194.939208984375,447.2704162597656
2024-12-12,247.36329650878906,191.50735473632812,447.83819580078125
2024-12-13,247.5328826904297,189.3723907470703,445.5569763183594
2024-12-16,250.43588256835938,196.19625854492188,449.86041259765625
2024-12-17,252.8699951171875,194.95916748046875,452.7194519042969
2024-12-18,247.4530792236328,187.9557342529297,435.71484375
2024-12-19,249.1888885498047,188.06546020507812,435.356201171875
2024-12-20,253.87759399414062,190.95863342285156,434.9278869628906
2024-12-23,254.6557159423828,194.17103576660156,433.5830383300781
2024-12-24,257.57867431640625,195.64755249023438,437.64739990234375
2024-12-26,258.39666748046875,195.1387481689453,436.43206787109375
2024-12-27,254.9749298095703,192.30543518066406,428.881103515625
2024-12-30,251.59307861328125,190.78904724121094,423.2029113769531
2024-12-31,249.81736755371094,188.85360717773438,419.88568115234375
2025-01-02,243.26319885253906,188.98329162597656,416.97686767578125
2025-01-03,242.7743682861328,191.3377227783203,421.7286071777344
2025-01-06,244.41041564941406,196.40576171875,426.21136474609375
2025-01-07,241.62713623046875,195.02902221679688,420.7523498535156
2025-01-08,242.11595153808594,193.49264526367188,422.9339599609375
2025-01-10,236.28004455566406,191.58712768554688,417.345458984375
2025-01-13,233.83592224121094,190.5595703125,415.5921936035156
2025-01-14,232.71861267089844,189.2127685546875,414.0780334472656
2025-01-15,237.2975616455078,195.0888671875,424.67724609375
2025-01-16,227.710693359375,192.45509338378906,422.953857421875
2025-01-17,229.4265594482422,195.53781127929688,427.3868408203125
2025-01-21,222.10421752929688,197.58297729492188,426.85888671875
2025-01-22,223.29136657714844,197.9022216796875,444.4910888671875
2025-01-23,223.1217803955078,197.5131378173828,444.9991149902344
2025-01-24,222.24388122558594,199.73788452148438,442.3592834472656
2025-01-27,229.30685424804688,191.35769653320312,432.8956604003906
2025-01-28,237.68663024902344,194.83946228027344,445.4872741699219
2025-01-29,238.7839813232422,194.94920349121094,440.6358947753906
2025-01-30,237.0182342529297,200.39633178710938,413.4006042480469
2025-01-31,235.4320831298828,203.5388946533203,413.4703369140625
2025-02-03,227.46128845214844,200.75546264648438,409.3462219238281
2025-02-04,232.23977661132812,205.89334106445312,410.7906494140625
2025-02-05,231.91058349609375,190.8788299560547,411.7071228027344
2025-02-06,232.6587677001953,191.148193359375,414.2274475097656
2025-02-07,227.08221435546875,184.90293884277344,408.1806945800781
2025-02-10,227.3518524169922,186.03028869628906,410.6412048339844
2025-02-11,232.3153533935547,184.8830108642578,409.86419677734375
2025-02-12,236.55978393554688,183.17701721191406,407.473388671875
2025-02-13,241.21368408203125,185.70106506347656,408.9676513671875
2025-02-14,244.2796630859375,184.79319763183594,406.86572265625
2025-02-18,244.14984130859375,183.33665466308594,408.07110595703125
2025-02-19,244.54930114746094,184.83311462402344,413.1814270019531
2025-02-20,245.508056640625,184.12478637695312,415.3674621582031
2025-02-21,245.22842407226562,179.23634338378906,407.4619445800781
2025-02-24,246.77639770507812,178.8273162841797,403.2596740722656
2025-02-25,246.71646118164062,175.00633239746094,397.17083740234375
2025-02-26,240.0452117919922,172.3226776123047,398.99749755859375
2025-02-27,236.98922729492188,168.1026611328125,391.8106994628906
2025-02-28,241.5232696533203,169.8784637451172,396.26251220703125
2025-03-03,237.71826171875,166.6161651611328,387.778076171875
2025-03-04,235.6210174560547,170.51695251464844,387.8978576660156
2025-03-05,235.4312744140625,172.6120147705078,400.2851257324219
2025-03-06,235.0218048095703,171.94358825683594,396.1627197265625
2025-03-07,238.7569122314453,173.45001220703125,392.5892639160156
2025-03-10,227.1820831298828,165.66943359375,379.46337890625
2025-03-11,220.55078125,163.84164428710938,379.7528381347656
2025-03-12,216.69583129882812,166.90794372558594,382.5676574707031
2025-03-13,209.4053955078125,162.56320190429688,378.0758972167969
2025-03-14,213.21041870117188,165.28990173339844,387.84796142578125
2025-03-17,213.71974182128906,164.09133911132812,387.98773193359375
2025-03-18,212.4114532470703,160.47572326660156,382.81719970703125
