ticker,mu,sigma,current_price
AAPL,0.06865827193840245,0.27182135660246215,202.9199981689453
GOOGL,0.20061736717561232,0.29561094019156875,194.6699981689453
MSFT,0.24425186408122032,0.22496665652785328,527.75
